county_fips	statename	elasticity	total	netwp_h
12113	10	1.4766288995742798	51579	-0.10470138490200044
12117	10	1.1201637983322144	132266	-0.1959782987833023
12127	10	1.068871259689331	212708	-0.1949227750301361
13013	11	2.553698778152466	17885	-0.08497516810894012
13015	11	2.553698778152466	28063	-0.06257279217243195
13021	11	3.62020206451416	70976	-0.04809628427028656
13029	11	1.4564684629440308	9971	-0.041373360902071
13035	11	2.553698778152466	8544	-0.05919446051120758
13045	11	2.553698778152466	36175	-0.08222649991512299
13047	11	2.1130125522613525	15910	-0.02555224113166332
13051	11	1.4564684629440308	101159	-0.03712249174714088
13057	11	2.553698778152466	57046	-0.06966319680213928
13063	11	2.553698778152466	71297	-0.25892555713653564
13067	11	2.553698778152466	225788	-0.05833405628800392
13073	11	3.568281888961792	37926	-0.00886394269764423
13077	11	2.553698778152466	33248	-0.07730807363986969
13085	11	2.553698778152466	7253	-0.07285111397504807
13089	11	2.553698778152466	277486	-0.06055209785699844
13097	11	2.553698778152466	36278	-0.17428384721279144
13103	11	1.4564684629440308	12603	-0.07964695990085602
13113	11	2.553698778152466	31981	-0.05200422182679176
13117	11	2.553698778152466	27909	-0.05219912901520729
13121	11	2.553698778152466	381653	-0.04835322871804237
13135	11	2.553698778152466	191265	-0.11405543237924576
13151	11	2.553698778152466	45782	-0.13380444049835205
13169	11	3.62020206451416	4972	-0.06181689351797104
13177	11	3.392286777496338	7545	-0.00891172606498003
13215	11	3.8502142429351807	80048	-0.02194304391741752
13217	11	2.553698778152466	23585	-0.19949284195899963
13223	11	2.553698778152466	21083	-0.14095112681388855
13227	11	2.553698778152466	11081	-0.05349617823958397
13245	11	3.568281888961792	78852	-0.02490893192589283
13247	11	2.553698778152466	24634	-0.18968048691749573
13255	11	2.553698778152466	22109	-0.10075200349092484
13297	11	2.553698778152466	26229	-0.09468834102153778
16001	14	1.6927995681762695	119677	-0.12023515999317168
16005	14	3.64921236038208	29849	-0.09289072453975676
16027	14	1.6927995681762695	48643	-0.19047123193740845
17007	15	3.68449592590332	15063	-0.10950786620378494
17019	15	3.629077911376953	75324	-0.00569875538349151
17031	15	0.8113738298416138	2070442	-0.10130832344293594
17037	15	0.8113738298416138	35024	-0.07856941223144531
17043	15	0.8113738298416138	354545	-0.08094281703233719
17063	15	0.8113738298416138	16059	-0.08009239286184311
17089	15	0.8113738298416138	140999	-0.11235181987285614
17093	15	0.8113738298416138	20021	-0.13960988819599152
17097	15	1.7547425031661987	238040	-0.05561738833785057
17111	15	0.8113738298416138	95891	-0.13136371970176697
17113	15	3.402421474456787	60251	-0.0033619706518948
17115	15	4.9873833656311035	49645	-0.01434186566621065
17119	15	2.3558263778686523	110556	-0.00904789473861456
17133	15	2.3558263778686523	10389	-0.02781254053115844
17143	15	3.227832078933716	78319	-0.00464526889845728
17161	15	4.108745574951172	64887	0.00110933126416057
17163	15	2.3558263778686523	102456	-0.02484817616641521
17179	15	3.227832078933716	53546	0.00434645917266607
17197	15	0.8113738298416138	163856	-0.11593450605869292
17201	15	3.68449592590332	114031	-0.05334093049168587
17203	15	3.227832078933716	11361	-0.01594993099570274
18003	16	5.361081600189209	138370	-0.03155788779258728
18011	16	4.00382661819458	17425	-0.0197841115295887
18039	16	4.008120536804199	69870	-0.05566471442580223
18057	16	4.00382661819458	69658	-0.03282242268323898
18059	16	4.00382661819458	21113	-0.03606266900897026
18063	16	4.00382661819458	35416	-0.03857497498393059
18067	16	4.9113264083862305	38134	-0.04529717192053795
18081	16	4.00382661819458	47553	-0.02112204767763614
18089	16	1.7368342876434326	196173	-0.046810582280159
18097	16	4.00382661819458	390345	-0.04532651975750923
18127	16	1.7368342876434326	55322	-0.01526429690420627
18141	16	4.362213611602783	110937	-0.00413840264081954
18157	16	2.4840331077575684	58348	-0.03208894655108452
19013	13	4.427536964416504	51598	0.01332540437579155
19049	13	3.6620333194732666	14340	-0.01643493771553039
19061	13	4.60555362701416	36935	0.01099295634776353
19103	13	4.420404434204102	44655	-6.581653724424541e-4
19113	13	3.948070764541626	81348	0.00855657644569873
19153	13	3.6620333194732666	159557	-0.01132601778954267
19155	13	3.470304012298584	36067	-0.0096783684566617
19163	13	4.108745574951172	65741	0.00800519529730081
20015	17	5.453317165374756	23083	-0.00999609101563692
20045	17	3.8567473888397217	39763	-0.0045865848660469
20059	17	3.190805196762085	10471	-0.06812385469675064
20091	17	3.190805196762085	182051	-0.02585047483444214
20103	17	3.190805196762085	22881	-0.04049718752503395
20173	17	5.453317165374756	192038	-0.02850324660539627
20191	17	5.453317165374756	10010	-0.04722939804196358
20209	17	3.190805196762085	66952	-0.05946081876754761
21015	18	2.460951328277588	33620	-0.02449879981577396
21019	18	1.810302972793579	23609	-0.03269262611865997
21029	18	2.3400092124938965	18465	-0.01014884002506733
21037	18	2.460951328277588	36733	-0.04032714292407036
21049	18	2.6255812644958496	13657	-0.03471280634403229
21067	18	2.6255812644958496	116489	-0.01288402918726205
21111	18	2.3400092124938965	312664	-0.01109774783253669
21113	18	2.6255812644958496	14471	-0.02056759223341942
21117	18	2.460951328277588	63158	-0.01613354496657848
21179	18	2.3400092124938965	15709	-0.00750605575740337
21185	18	2.3400092124938965	13998	-0.02175025269389152
21215	18	2.3400092124938965	4327	-0.02190062776207924
22005	19	1.7378802299499512	29064	0.00581317348405718
22033	19	1.7378802299499512	168589	0.00277041457593441
22051	19	0.8083274364471436	187907	-0.01899725012481212
22055	19	4.844548225402832	78284	-0.00153841148130595
22063	19	1.7378802299499512	35527	-0.02967504598200321
22071	19	0.8083274364471436	215091	-0.00710129970684647
22073	19	3.577314615249634	60415	4.954661126248538e-4
22103	19	0.8083274364471436	75130	-0.04407747089862823
23019	22	2.3243091106414795	67660	-0.04874695464968681
24003	21	1.2349457740783691	181965	-0.10205109417438508
24005	21	1.2349457740783691	301423	-0.0535941869020462
24009	21	1.6058274507522583	28260	-0.1874004453420639
24013	21	1.2349457740783691	53126	-0.10917097330093384
24015	21	1.9911681413650513	34461	-0.12261708825826644
24017	21	1.6058274507522583	42804	-0.33428001403808594
24025	21	1.2349457740783691	83009	-0.08362916857004166
24027	21	1.2349457740783691	92940	-0.09352753311395644
24033	21	1.6058274507522583	300590	-0.3714029192924499
24043	21	2.4939680099487305	52802	-0.12775567173957825
24510	21	1.2349457740783691	315668	-0.09162159264087676
25001	20	1.0065494775772097	148490	-0.07769602537155151
25003	20	2.7045679092407227	65959	-0.06540345400571823
25005	20	1.6055467128753662	216918	-0.12763237953186035
25011	20	1.5232977867126465	31735	-0.04395103454589844
25013	20	1.5232977867126465	186330	-0.06566445529460907
25015	20	1.5232977867126465	58827	-0.01492758747190237
25021	20	0.8581064939498901	254724	-0.03177226707339287
25023	20	0.8581064939498901	180117	-0.10163967311382294
25025	20	0.8581064939498901	292520	-0.05542337894439697
26015	23	2.389780044555664	19252	-0.10114618390798567
26045	23	2.575920820236206	44932	-0.09140665829181673
26049	23	2.750335931777954	189509	-0.12901020050048828
26065	23	2.575920820236206	119649	-0.1516568660736084
26077	23	2.480250358581543	97903	-0.0689871683716774
26081	23	2.389780044555664	228502	-0.08774271607398987
26145	23	2.2259817123413086	85121	-0.13889329135417938
26161	23	2.2907683849334717	126608	-0.06872653216123581
26163	23	1.241145133972168	832633	-0.2180851846933365
27003	24	1.4473755359649658	103302	-0.16582737863063812
27017	24	2.0149717330932617	14834	-0.04118894413113594
27019	24	1.4473755359649658	23597	-0.08789609372615814
27025	24	1.4473755359649658	18347	-0.15602156519889832
27027	24	5.975259780883789	19779	0.01511353626847267
27037	24	1.4473755359649658	134026	-0.10257648676633836
27053	24	1.4473755359649658	470076	-0.07348386198282242
27059	24	1.4473755359649658	10795	-0.1601496785879135
27123	24	1.4473755359649658	209664	-0.10200633108615877
27137	24	2.0149717330932617	96229	-0.02479221485555172
27139	24	1.4473755359649658	32307	-0.10698386281728745
27141	24	1.4473755359649658	21118	-0.14395427703857422
27145	24	2.5615320205688477	50866	-0.06772240251302719
27163	24	1.4473755359649658	71915	-0.1184462159872055
27171	24	1.4473755359649658	34141	-0.18152852356433868
28033	26	1.7646465301513672	40141	-0.05736641213297844
29037	25	3.190805196762085	29972	-0.0674423947930336
29043	25	3.5972418785095215	22147	-0.07422609627246857
29047	25	3.190805196762085	78224	-0.05187645927071571
29071	25	2.3558263778686523	41514	-0.03228391706943512
29077	25	3.5972418785095215	104930	-0.02708879485726356
29095	25	3.190805196762085	289224	-0.0584656186401844
29165	25	3.190805196762085	30696	-0.02861059457063675
29183	25	2.3558263778686523	105875	-0.03776295110583305
29189	25	2.3558263778686523	436593	-0.0394950658082962
29510	25	2.3558263778686523	171253	-0.07569442689418793
30013	27	3.072524070739746	35220	-0.01342277973890304
30111	27	3.0621299743652344	54800	0.00733494851738214
31055	30	3.470304012298584	192968	-0.00642839353531599
31109	30	2.623462438583374	103933	-0.00337878987193107
31153	30	3.470304012298584	45032	-0.00222962978295981
32003	34	1.3854960203170776	559550	-0.20162618160247803
32031	34	1.3864644765853882	144436	-0.1662939339876175
34001	32	1.1185693740844729	113849	-0.1345139741897583
34003	32	0.7588299512863159	339820	-0.05829298868775368
34011	32	1.850313425064087	53625	-0.0785275399684906
34013	32	1.1561777591705322	301162	-0.12789779901504517
34017	32	0.7588299512863159	240618	-0.1699100285768509
34019	32	1.1561777591705322	45757	-0.08702980726957321
34021	32	1.881797194480896	136344	-0.04456342756748199
34027	32	1.1561777591705322	167933	-0.05964889749884605
34031	32	0.7588299512863159	174188	-0.18869297206401825
34037	32	1.1561777591705322	56999	-0.12823425233364105
34039	32	1.1561777591705322	202479	-0.12648874521255493
34041	32	1.862290382385254	41692	-0.12925654649734497
35001	33	2.112380027770996	237783	-0.06040037795901298
35043	33	2.112380027770996	35984	-0.12940196692943573
35049	33	2.190585136413574	56622	-0.05278542637825012
35061	33	2.112380027770996	25476	-0.06535948812961578
36001	35	1.700387954711914	122791	-0.00194978807121515
36005	35	0.7588299512863159	493639	-0.13943971693515778
36007	35	2.2594265937805176	90788	-0.00612390646710991
36015	35	3.556089401245117	37017	0.00377443246543407
36027	35	1.787928819656372	106978	-0.11438656598329544
36029	35	1.826990008354187	414754	0.00963931623846292
36047	35	0.7588299512863159	930866	-0.07039762288331985
36055	35	1.403616189956665	304766	0.00392134673893451
36061	35	0.7588299512863159	795164	-0.00532992230728268
36063	35	1.826990008354187	95630	-0.00774520449340343
36065	35	2.7906203269958496	104129	-0.04018646106123924
36067	35	2.2087793350219727	198936	0.00604398362338542
36069	35	1.403616189956665	41422	-0.00251253088936209
36071	35	1.787928819656372	123249	-0.13286420702934265
36075	35	2.2087793350219727	53903	0.02681739442050457
36079	35	0.7588299512863159	35278	-0.09315156191587448
36081	35	0.7588299512863159	815535	-0.12536515295505524
36083	35	1.700387954711914	66330	0.02441136352717876
36085	35	0.7588299512863159	163993	-0.08135248720645905
36087	35	0.7588299512863159	94973	-0.06253407150506973
36091	35	1.700387954711914	84164	-0.01033231057226657
36093	35	1.700387954711914	71902	-0.02101268991827964
36113	35	4.528372764587402	35158	-0.03948633000254631
36119	35	0.7588299512863159	348969	-0.03795200958847999
37021	28	1.5458176136016846	92897	-0.00777003820985555
37025	28	3.0920333862304688	57893	-0.02656592242419719
37027	28	2.4136905670166016	32939	-0.02287560887634754
37035	28	2.4136905670166016	62753	-0.00579156726598739
37037	28	2.1094141006469727	15845	0.00964976381510496
37051	28	2.7050788402557373	121623	0.01568765379488468
37063	28	2.1094141006469727	96215	-2.5950619601644576e-4
37071	28	3.0920333862304688	79939	-0.03585098311305046
37081	28	3.0958704948425293	192668	-0.01503979042172432
37087	28	1.5458176136016846	28625	-0.02815231867134571
37089	28	1.5458176136016846	43558	-0.01404318027198314
37093	28	2.7050788402557373	9540	0.016592152416706078
37119	28	3.0920333862304688	293953	-0.02341562323272228
37127	28	3.0798628330230713	38151	-0.01416755281388759
37135	28	2.1094141006469727	50433	-0.00644438248127698
37147	28	1.956334114074707	60003	-0.00263620307669043
37157	28	3.0958704948425293	39818	-0.02808431722223758
37179	28	3.0920333862304688	45630	-0.0481594055891037
38015	29	3.464906930923462	28755	0.01564022526144981
38017	29	5.975259780883789	53868	0.00763303134590387
38059	29	3.464906930923462	11054	-1.1683223419822752e-6
39003	36	4.628183841705322	43265	-0.04472671076655388
39017	36	2.460951328277588	127178	-0.04927137121558189
39025	36	2.460951328277588	69436	-0.04899673908948898
39035	36	1.0249236822128296	619488	-0.05917598679661751
39041	36	2.713189125061035	43482	-0.02435900643467903
39045	36	2.713189125061035	44737	-0.04984700307250023
39049	36	2.713189125061035	476832	-0.03215924650430679
39055	36	1.0249236822128296	29764	-0.0449427105486393
39057	36	3.705984115600586	56431	0.00300623313523829
39061	36	2.460951328277588	374264	-0.02601582556962967
39085	36	1.0249236822128296	93449	-0.06389743834733963
39089	36	2.713189125061035	53993	-0.03444375097751617
39093	36	1.0249236822128296	108035	-0.06949573755264282
39095	36	2.2091424465179443	189678	-0.06952814757823944
39097	36	2.713189125061035	16755	0.01901869662106037
39099	36	2.62915563583374	111294	-0.04170861840248108
39103	36	1.0249236822128296	56370	-0.02289272844791412
39109	36	3.705984115600586	41426	-0.03171498700976372
39113	36	3.705984115600586	245570	-0.03968214988708496
39123	36	2.2091424465179443	26416	-0.07518734037876129
39129	36	2.713189125061035	17780	-0.05362868681550026
39133	36	2.5854928493499756	63809	-0.03283155709505081
39135	36	3.705984115600586	16725	-0.02040572836995124
39139	36	4.391571521759033	52660	-0.07407030463218689
39151	36	3.0307304859161377	167434	-0.04544037953019142
39153	36	2.5854928493499756	222433	-0.03897622972726822
39155	36	2.62915563583374	92109	-0.05767323076725006
39159	36	2.713189125061035	12865	-0.0171365812420845
39165	36	2.460951328277588	55580	-0.02643738500773906
39167	36	2.5182199478149414	28867	-0.05715053901076317
39173	36	2.2091424465179443	47251	-0.04519330337643623
40017	37	3.2940452098846436	31492	5.464802961796522e-4
40027	37	3.2940452098846436	78914	0.00493415677919983
40037	37	3.3535187244415283	27905	0.01901550963521003
40051	37	3.2940452098846436	17167	0.00170510145835578
40083	37	3.2940452098846436	10998	0.02001713030040264
40087	37	3.2940452098846436	12023	0.01333984080702066
40109	37	3.2940452098846436	306555	0.00242767389863729
40111	37	3.3535187244415283	16299	0.00662225438281893
40131	37	3.3535187244415283	25118	-0.01149223186075687
40143	37	3.3535187244415283	257567	0.00321502401493489
40145	37	3.3535187244415283	20637	0.02581137791275978
41003	38	2.811249017715454	30182	-0.02484858781099319
41005	38	1.06695818901062	127996	-0.0897720530629158
41009	38	1.06695818901062	18141	-0.09401531517505646
41029	38	1.3868299722671509	75579	-0.11367511004209518
41039	38	1.2243577241897583	139012	-0.04078659787774086
41047	38	1.644921898841858	109352	-0.05815397202968597
41051	38	1.06695818901062	292994	-0.07152800261974335
41053	38	1.644921898841858	23694	-0.05020126700401306
41067	38	1.06695818901062	182330	-0.0821552649140358
41071	38	1.06695818901062	30434	-0.05862154811620712
42003	39	1.2049909830093384	579143	0.00611535878852009
42007	39	1.2049909830093384	75727	0.02057286724448204
42011	39	2.0302741527557373	149439	-0.02832742966711521
42013	39	2.177620649337769	56186	-0.03152928128838539
42017	39	1.645050883293152	220902	-0.0325392484664917
42019	39	1.2049909830093384	71291	0.01403526868671178
42021	39	1.8350359201431272	66360	-0.03987571969628334
42027	39	2.4057698249816895	53288	0.00442847330123186
42029	39	1.645050883293152	157230	-0.02111355029046535
42041	39	1.629293441772461	92693	-0.00902875605970621
42043	39	1.629293441772461	109691	0.00117379438597708
42045	39	1.645050883293152	226835	-0.01550674065947532
42049	39	1.6713277101516724	116441	-0.00398670462891459
42069	39	1.6165924072265625	92324	-0.02281715720891952
42071	39	2.2425003051757812	180469	-0.00173527561128139
42077	39	1.862290382385254	120024	-0.04443512484431267
42091	39	1.645050883293152	298058	-0.01991276256740093
42095	39	1.862290382385254	117028	-0.06401225179433823
42101	39	1.645050883293152	662010	-0.00634707044810056
42125	39	1.2049909830093384	88068	-4.032208526041358e-4
42129	39	1.2049909830093384	161999	-0.01644563302397728
42133	39	1.9949544668197632	155328	-0.02266776002943515
44001	40	1.6055467128753662	19881	-0.03618629276752472
44003	40	1.6055467128753662	70365	-0.12293815612792967
44005	40	1.6055467128753662	39561	-0.05495466291904449
44007	40	1.6055467128753662	253214	-0.17289264500141144
44009	40	1.6055467128753662	56816	-0.04380327090620994
45003	41	3.568281888961792	62436	-0.00235345889814198
45015	41	1.1964433193206787	45009	-0.07078982144594193
45019	41	1.1964433193206787	144148	-0.05737454444169998
45035	41	1.1964433193206787	43060	-0.06359240412712097
45041	41	2.937962055206299	55084	-0.01475079264491796
45045	41	2.7141482830047607	171790	1.8375412037130445e-4
45051	41	1.8298993110656736	126805	-0.12846842408180237
45055	41	2.640273094177246	23099	-0.02114748209714889
45063	41	2.640273094177246	93201	-0.00938734598457813
45077	41	2.7141482830047607	49617	-0.00240159127861261
45079	41	2.640273094177246	129823	-0.01442852988839149
45085	41	3.840186834335327	42457	-0.05351051315665245
45091	41	3.0920333862304688	68056	-0.01570915058255195
46099	42	4.645672798156738	61087	0.00442690588533878
47001	43	1.4200676679611206	29895	-0.02825715392827987
47009	43	1.4200676679611206	45275	-0.01886319182813167
47019	43	1.3518707752227783	20212	-0.03015626966953277
47021	43	2.2373788356781006	12841	-0.01945794932544231
47037	43	2.2373788356781006	258812	-0.01813176460564136
47043	43	2.2373788356781006	18079	0.02088749967515468
47047	43	1.7646465301513672	7993	-0.02025055326521396
47065	43	2.1130125522613525	135811	-0.01567048951983452
47093	43	1.4200676679611206	173055	-0.0141859482973814
47111	43	2.2373788356781006	7584	-0.05426851287484169
47113	43	5.063776969909668	37931	-0.01999281533062458
47147	43	2.2373788356781006	21799	-0.01156313996762037
47149	43	2.2373788356781006	69852	-0.03397814184427261
47157	43	1.7646465301513672	366418	-0.04376512393355369
47165	43	2.2373788356781006	48522	-0.029128298163414
47167	43	1.7646465301513672	18614	-0.05505875125527382
47171	43	1.3518707752227783	8288	-0.04302104189991951
47179	43	1.3518707752227783	52965	-8.041319670155644e-4
47187	43	2.2373788356781006	49426	-0.02154318988323211
47189	43	2.2373788356781006	32279	-0.02692307904362678
48021	44	3.002908945083618	22714	-0.01841678656637668
48027	44	4.589779376983643	94876	-0.00322935916483402
48029	44	2.9820375442504883	520960	-0.02469651587307453
48039	44	2.3022217750549316	93466	-0.01707142032682895
48061	44	2.3966221809387207	119637	-0.02561932429671287
48085	44	2.1753199100494385	202400	-0.02911224775016308
48091	44	2.9820375442504883	36031	-0.0085249459370970709
48113	44	2.1753199100494385	873036	-0.0253484733402729
48121	44	2.1753199100494385	154525	-0.01067503448575735
48139	44	2.1753199100494385	40816	-0.03370460867881775
48141	44	2.347788572311402	224447	-0.03863902017474174
48157	44	2.3022217750549316	109353	-0.02131211012601852
48167	44	2.3022217750549316	117173	-0.02806081809103489
48183	44	4.746809959411621	55056	-0.00783301703631877
48187	44	2.9820375442504883	28911	-0.0154491439461708
48199	44	2.4948408603668213	20089	-0.00536368833854794
48201	44	2.3022217750549316	1305301	-0.02259112149477005
48209	44	3.002908945083618	39217	0.003106843912974
48215	44	3.677404403686523	192586	-0.00828553270548582
48245	44	2.4948408603668213	101697	-0.00271589588373899
48251	44	2.7976818084716797	48210	-0.02370422147214412
48257	44	2.1753199100494385	38964	-0.04616661369800567
48259	44	2.9820375442504883	12178	-0.00375781417824327
48303	44	4.32672119140625	100473	8.972118957899511e-4
48339	44	2.3022217750549316	111256	-0.0111007560044527
48355	44	1.6543641090393066	122794	-0.01839440315961837
48367	44	2.7976818084716797	30918	0.00507059227675199
48375	44	3.4720654487609863	43780	-0.00951336696743965
48381	44	3.4720654487609863	43764	-0.01854859478771686
48397	44	2.1753199100494385	15059	-0.02680991403758526
48409	44	1.6543641090393066	27336	0.01909851096570491
48423	44	2.704054594039917	72622	-0.01033827755600214
48439	44	2.7976818084716797	556000	-0.02159774862229824
48441	44	3.09485125541687	53573	-0.00817683618515729
48453	44	3.002908945083618	335558	-0.01046420633792877
48485	44	3.8691675662994385	55489	-0.00898989289999008
48491	44	3.002908945083618	89280	-0.02218886464834213
49035	45	0.7453108429908752	310988	-0.09132981300354004
49043	45	0.7453108429908752	17038	-0.06671800464391708
49045	45	0.7453108429908752	13812	-0.06578625738620758
49049	45	1.217323899269104	104271	-0.06684816628694534
50007	47	1.5618443489074707	61354	-0.00837613921612501
51003	46	3.4359302520751953	28999	-0.02294747158885002
51013	46	1.6058274507522583	90715	-0.03242390602827072
51033	46	2.599609136581421	8470	-0.13416799902915957
51041	46	2.599609136581421	96244	-0.05179599300026893
51059	46	1.6058274507522583	355438	-0.08925478905439377
51061	46	1.6058274507522583	20643	-0.16671061515808103
51085	46	2.599609136581421	32017	-0.06094672530889511
51087	46	2.599609136581421	115390	-0.03716490417718887
51095	46	0.8157287836074829	27756	-0.04447294771671295
51107	46	1.6058274507522583	61414	-0.1958526372909546
51153	46	1.6058274507522583	100216	-0.41283169388771057
51161	46	2.026448965072632	30911	2.877890656236559e-4
51177	46	1.6058274507522583	31609	-0.21619802713394165
51179	46	1.6058274507522583	31441	-0.2843925654888153
51187	46	1.6058274507522583	13117	-0.14301784336566925
51199	46	0.8157287836074829	17366	-0.0450766272842884
51510	46	1.6058274507522583	61882	-0.02796938270330429
51540	46	3.4359302520751953	22456	-0.02119871787726879
51550	46	0.8157287836074829	72672	-0.07186497747898102
51570	46	2.599609136581421	10141	-0.04408378154039383
51630	46	1.6058274507522583	8888	-0.06536294519901276
51650	46	0.8157287836074829	55306	-0.03081040643155574
51670	46	2.599609136581421	11642	-0.06295935064554214
51680	46	2.895918607711792	36349	-0.01941248588263988
51683	46	1.6058274507522583	13370	-0.3095231056213379
51700	46	0.8157287836074829	75734	-0.03158635273575783
51710	46	0.8157287836074829	94919	-0.06874033063650131
51740	46	0.8157287836074829	41605	-0.11378708481788637
51760	46	2.599609136581421	86991	-0.04634052142500877
51770	46	2.026448965072632	50109	-0.02944093570113182
51775	46	2.026448965072632	14678	-0.02924496680498123
51800	46	0.8157287836074829	24704	-0.04312629252672195
51810	46	0.8157287836074829	161774	-0.03855986893177032
53005	48	2.289719820022583	55774	0.01861921325325966
53011	48	1.06695818901062	134171	-0.100438229739666
53021	48	2.289719820022583	15902	0.00703794788569212
53033	48	0.88186115026474	743463	-0.06838451325893402
53035	48	1.4866294860839844	92688	-0.07504112273454666
53053	48	1.208419919013977	277256	-0.11447227001190186
53061	48	0.88186115026474	241761	-0.13751797378063202
53063	48	1.644107699394226	177152	-0.02534804306924343
